이름,레벨,푼 문제 번호,푼 문제의 레벨,unrated,bronze,silver,gold,platinum,diamond,ruby
이병철,5,"[24262, 1228, 2753, 17397, 27382, 17211, 3693, 5398, 8874, 13126, 10948, 2719, 1192, 14861, 16431, 1691, 1894, 2612, 28444, 13700, 9267, 4892, 10839, 1181, 15722, 27974, 7615, 15591, 11966, 10822, 3568, 11002, 1901, 26273, 24428, 26146, 23632, 9992, 18134, 8895, 27232, 12988, 9613, 23813, 17135, 28093, 2855, 22868, 14711, 13923]","[1, 17, 1, 14, 20, 6, 11, 20, 26, 21, 0, 0, 22, 22, 3, 14, 5, 17, 1, 10, 21, 3, 19, 6, 5, 27, 21, 11, 3, 4, 8, 27, 19, 28, 12, 16, 15, 14, 20, 15, 15, 19, 7, 4, 13, 24, 18, 13, 12, 7]",2.0,10.0,6.0,12.0,10.0,6.0,4.0
박지아,7,"[15923, 8973, 12778, 10886, 2011, 23319, 1712, 15724, 17464, 9273, 2785, 20415, 28365, 4493, 10711, 11688, 3751, 7574, 23301, 1069, 14444, 19571, 20188, 28336, 1878, 17206, 18796, 26265, 24437, 1290, 25187, 1810, 25404, 16944, 9169, 10327, 26088, 9999, 28345, 24436, 1065, 17949, 10256, 12740, 15503, 18183, 15974, 13352, 1598, 2220]","[3, 11, 4, 3, 11, 0, 4, 10, 19, 9, 9, 16, 23, 3, 14, 11, 13, 19, 7, 13, 16, 15, 16, 18, 15, 5, 26, 6, 17, 20, 12, 13, 20, 4, 19, 18, 18, 0, 5, 15, 7, 5, 19, 20, 18, 24, 23, 17, 3, 17]",2.0,10.0,6.0,11.0,17.0,3.0,1.0
황재현,1,"[2568, 24724, 28436, 17494, 21293, 1222, 12877, 3163, 1269, 25320, 28435, 6219, 2241, 19617, 23312, 1078, 14848, 20194, 16435, 9071, 21870, 2570, 4836, 2495, 18158, 2559, 17089, 1289, 15706, 23028, 17072, 27891, 1108, 26143, 21726, 21778, 2948, 27521, 14501, 2721, 24955, 16471, 11057, 13016, 27210, 10464, 15595, 25354, 16467, 4196]","[16, 3, 21, 10, 0, 14, 17, 16, 7, 17, 14, 8, 16, 0, 12, 20, 13, 23, 6, 0, 11, 19, 7, 4, 4, 8, 11, 18, 18, 6, 5, 4, 18, 24, 22, 16, 4, 17, 8, 3, 12, 8, 10, 16, 11, 12, 8, 30, 15, 17]",3.0,7.0,11.0,10.0,14.0,4.0,1.0
백순자,3,"[14583, 10476, 10170, 11441, 11056, 17115, 27499, 5063, 12998, 1884, 12092, 3701, 21872, 16493, 27935, 28267, 17287, 5695, 3160, 25966, 15826, 21317, 3037, 3273, 28457, 13412, 2021, 18292, 11949, 2250, 23297, 22847, 11442, 1371, 3145, 2063, 1985, 1018, 5721, 21761, 2595, 22872, 26146, 1852, 22905, 21603, 1670, 20546, 19235, 23765]","[12, 11, 1, 8, 12, 0, 14, 3, 0, 15, 0, 15, 15, 9, 17, 16, 7, 18, 10, 6, 22, 10, 15, 8, 15, 9, 14, 17, 4, 14, 18, 28, 14, 4, 16, 9, 7, 7, 12, 16, 20, 28, 16, 16, 23, 3, 13, 6, 16, 18]",3.0,5.0,12.0,14.0,12.0,2.0,2.0
김지혜,6,"[14726, 5636, 1031, 13333, 1733, 23822, 16485, 28124, 23839, 19552, 2743, 20118, 25188, 3853, 1687, 2211, 25416, 28686, 3121, 1161, 25498, 16456, 17436, 26159, 2725, 27873, 3688, 1193, 22352, 10975, 17468, 14567, 14573, 18184, 16224, 1564, 2291, 5646, 9324, 24454, 6137, 1429, 1750, 3891, 22113, 1647, 27382, 11583, 14623, 9202]","[4, 10, 21, 6, 20, 22, 4, 21, 23, 23, 1, 13, 13, 0, 13, 14, 9, 26, 23, 18, 14, 10, 13, 14, 9, 0, 14, 6, 11, 11, 27, 11, 15, 17, 23, 9, 14, 19, 6, 21, 12, 14, 13, 0, 5, 12, 20, 14, 4, 16]",3.0,5.0,8.0,18.0,6.0,8.0,2.0
곽상호,1,"[7143, 15551, 1722, 1464, 2657, 2671, 1617, 25966, 25557, 17417, 1874, 6884, 24453, 27115, 28108, 22978, 1295, 24091, 23887, 1398, 13342, 18837, 1693, 24466, 7511, 28102, 1926, 3181, 1934, 1290, 19551, 10067, 3116, 17635, 1395, 10883, 14674, 2649, 4802, 20294, 9548, 23041, 5569, 9507, 11753, 23635, 14451, 14381, 26156, 18934]","[20, 13, 11, 12, 0, 11, 19, 6, 14, 18, 9, 9, 13, 15, 17, 19, 24, 6, 14, 14, 21, 23, 19, 12, 11, 16, 10, 4, 5, 20, 26, 22, 14, 24, 18, 18, 8, 0, 20, 20, 20, 15, 12, 7, 20, 0, 16, 7, 12, 27]",3.0,2.0,8.0,15.0,15.0,5.0,2.0
주지원,4,"[7489, 14860, 17505, 23886, 1712, 1257, 1198, 3051, 1774, 1429, 15574, 5896, 18238, 5386, 11378, 17445, 9272, 20308, 10407, 10876, 1274, 28017, 2506, 5425, 15706, 23795, 14574, 7469, 10420, 18132, 4215, 2359, 14672, 25682, 25399, 4092, 24915, 1395, 9208, 14715, 11931, 13544, 13448, 18405, 15920, 10561, 21771, 1222, 6615, 1924]","[4, 17, 11, 5, 4, 20, 9, 20, 13, 14, 12, 18, 4, 17, 18, 20, 8, 18, 8, 21, 0, 11, 3, 15, 18, 2, 16, 19, 4, 13, 21, 17, 18, 11, 16, 18, 20, 18, 23, 10, 6, 18, 18, 11, 5, 17, 5, 14, 9, 5]",1.0,10.0,6.0,10.0,20.0,3.0,0.0
장채원,6,"[2670, 28091, 17829, 10938, 13029, 3837, 17224, 9694, 1359, 18124, 13002, 22980, 16486, 1078, 2969, 1957, 24729, 1733, 4198, 12020, 2440, 3071, 12984, 16905, 23032, 9248, 1407, 10935, 24968, 4195, 10890, 1159, 25707, 16883, 25186, 1256, 23321, 23318, 27116, 13573, 1579, 1048, 20666, 26221, 15890, 1454, 27899, 14228, 14258, 2849]","[7, 21, 9, 0, 17, 19, 5, 13, 7, 8, 13, 18, 2, 20, 18, 20, 15, 20, 15, 16, 2, 8, 0, 18, 13, 18, 12, 0, 21, 14, 22, 4, 6, 21, 9, 14, 5, 11, 16, 22, 0, 17, 13, 21, 0, 0, 0, 0, 16, 20]",8.0,5.0,7.0,10.0,14.0,6.0,0.0
김서연,7,"[2046, 15926, 4243, 1007, 2827, 2821, 11665, 25967, 25487, 3265, 17500, 1163, 25173, 26098, 1589, 26004, 4626, 28131, 2309, 12940, 25759, 28067, 2058, 19585, 2529, 2820, 1006, 21728, 13007, 10427, 20937, 24896, 1319, 9663, 2863, 25588, 25552, 14627, 16970, 8904, 15969, 19950, 2311, 11441, 4230, 25383, 13977, 1925, 10714, 5032]","[0, 13, 18, 14, 20, 20, 5, 15, 8, 15, 16, 21, 15, 22, 0, 3, 8, 15, 5, 0, 12, 12, 13, 18, 10, 18, 18, 29, 16, 11, 7, 21, 14, 12, 3, 13, 12, 9, 10, 20, 4, 11, 19, 8, 19, 20, 16, 7, 14, 4]",3.0,6.0,8.0,16.0,13.0,3.0,1.0
오민지,6,"[12456, 24027, 12018, 28126, 24886, 25613, 14206, 9457, 1718, 25505, 20560, 12972, 16908, 14579, 12426, 25308, 11753, 1687, 1754, 25583, 3184, 10097, 1456, 12033, 14657, 16928, 5426, 28333, 25176, 2910, 1188, 19238, 20184, 1700, 3037, 20000, 2853, 9236, 26654, 2354, 13911, 25597, 4095, 20416, 18134, 28458, 1950, 10889, 2768, 17831]","[16, 27, 8, 9, 16, 24, 0, 14, 4, 23, 18, 15, 19, 3, 21, 12, 20, 13, 18, 20, 10, 23, 11, 6, 14, 11, 6, 12, 5, 8, 12, 14, 20, 15, 15, 26, 10, 0, 15, 13, 14, 11, 12, 9, 20, 16, 0, 0, 0, 16]",5.0,3.0,8.0,17.0,11.0,4.0,2.0
김성호,9,"[16469, 26092, 17619, 11024, 13433, 19583, 3653, 25210, 12347, 1121, 25707, 20932, 5073, 10899, 2320, 4659, 2699, 3044, 3351, 25905, 25794, 2228, 25827, 23563, 16926, 6497, 26036, 21556, 10025, 4913, 13444, 11931, 11656, 25591, 1106, 7344, 1001, 20541, 6505, 17008, 3019, 4698, 2206, 1677, 11718, 3462, 1649, 23031, 13182, 10977]","[12, 12, 13, 3, 15, 9, 17, 14, 11, 18, 6, 17, 3, 9, 15, 6, 16, 18, 20, 4, 12, 13, 10, 13, 10, 12, 21, 15, 8, 12, 23, 6, 7, 2, 11, 14, 1, 16, 14, 0, 10, 0, 13, 15, 1, 15, 17, 12, 24, 17]",2.0,6.0,10.0,20.0,9.0,3.0,0.0
성진호,8,"[10931, 2969, 16153, 17837, 15979, 26248, 9519, 4354, 27512, 15789, 26221, 20656, 17616, 17247, 24445, 1870, 15353, 1170, 16162, 14720, 8913, 1940, 14493, 16113, 5555, 14228, 19532, 1719, 5570, 2423, 13309, 9326, 20547, 1396, 26095, 14697, 20496, 20165, 3770, 10759, 10282, 1658, 28217, 2223, 17422, 15727, 4004, 12923, 7469, 26257]","[0, 18, 18, 14, 9, 30, 11, 16, 4, 12, 21, 29, 13, 5, 9, 0, 8, 18, 7, 3, 13, 7, 6, 9, 6, 0, 4, 13, 19, 15, 20, 13, 17, 20, 19, 4, 15, 11, 16, 19, 12, 19, 7, 7, 16, 1, 26, 13, 19, 7]",3.0,6.0,11.0,12.0,14.0,1.0,3.0
이건우,9,"[16465, 10945, 25691, 25026, 2817, 2631, 10907, 25637, 27931, 4008, 21396, 22977, 15651, 14556, 25644, 27457, 22872, 27904, 27307, 27875, 9057, 1480, 12108, 25639, 22852, 3038, 2981, 19562, 17303, 20918, 28219, 5535, 18824, 9765, 22952, 16229, 26074, 12605, 14249, 7600, 14615, 3245, 25562, 23302, 11388, 20363, 17465, 20212, 1227, 15961]","[12, 0, 11, 18, 8, 12, 18, 15, 8, 21, 9, 17, 8, 13, 6, 23, 28, 26, 24, 23, 10, 15, 19, 20, 19, 18, 12, 25, 20, 16, 17, 12, 0, 10, 8, 17, 16, 5, 19, 4, 12, 0, 8, 12, 19, 7, 30, 19, 19, 12]",3.0,2.0,10.0,11.0,16.0,5.0,3.0
이건우,9,"[23033, 14925, 16235, 20006, 18116, 28076, 14238, 28261, 17835, 1989, 11939, 16709, 18805, 10163, 21964, 18251, 17389, 25328, 2847, 2388, 1564, 11883, 9660, 11985, 2989, 2609, 26415, 17099, 2949, 18427, 8872, 16171, 1169, 5710, 25205, 21295, 3102, 2410, 8944, 1232, 15730, 4461, 13422, 2633, 6525, 2651, 13251, 13131, 2963, 20956]","[13, 12, 13, 9, 12, 13, 14, 18, 14, 16, 20, 23, 25, 5, 3, 17, 4, 8, 7, 16, 9, 13, 11, 12, 18, 5, 22, 13, 8, 12, 19, 4, 15, 12, 4, 0, 17, 11, 16, 22, 16, 12, 12, 16, 13, 12, 8, 0, 13, 12]",2.0,6.0,6.0,21.0,11.0,4.0,0.0
이수빈,8,"[27499, 13135, 25822, 2239, 5875, 25177, 1584, 7787, 22961, 27652, 23294, 2820, 17952, 1431, 20364, 2644, 10526, 22937, 11882, 27652, 15888, 26169, 10571, 12937, 3075, 2281, 2752, 10167, 10799, 1295, 14698, 9208, 12429, 2159, 10257, 2836, 3186, 1596, 24547, 1337, 10158, 17110, 25548, 16926, 1844, 11051, 11727, 6209, 3321, 17504]","[14, 16, 10, 12, 13, 4, 11, 17, 18, 15, 12, 18, 8, 8, 10, 9, 20, 9, 20, 15, 9, 8, 10, 23, 13, 13, 2, 21, 9, 24, 12, 23, 12, 14, 22, 13, 9, 0, 21, 7, 7, 0, 18, 10, 0, 9, 8, 13, 19, 6]",3.0,2.0,17.0,14.0,8.0,6.0,0.0
김영수,3,"[4885, 15998, 25612, 17938, 5615, 8913, 16135, 17374, 27067, 3977, 17940, 14392, 25208, 1152, 24896, 4963, 17217, 11582, 2737, 9274, 19593, 2989, 25613, 14888, 12759, 1568, 9062, 16471, 25398, 3643, 23314, 17110, 12962, 13164, 27942, 16944, 7613, 2161, 4766, 1315, 13534, 3184, 1501, 9346, 2964, 2765, 1752, 15956, 25016, 17500]","[0, 13, 22, 6, 20, 13, 14, 9, 13, 17, 14, 0, 13, 4, 21, 9, 16, 7, 13, 13, 12, 18, 24, 10, 5, 4, 0, 8, 29, 17, 19, 0, 0, 11, 11, 4, 23, 6, 3, 18, 14, 10, 11, 0, 21, 3, 18, 20, 21, 16]",6.0,6.0,8.0,13.0,10.0,6.0,1.0
이은지,5,"[1742, 13181, 11062, 15874, 28405, 13246, 19542, 28020, 22968, 20933, 25348, 1293, 5176, 22289, 9577, 1018, 20122, 1488, 19601, 15986, 9089, 9360, 17432, 15726, 13710, 2930, 2394, 13254, 2587, 27534, 27730, 2276, 5480, 19645, 3671, 24338, 22938, 14654, 5337, 9074, 20501, 10162, 17134, 1838, 3192, 1337, 2888, 25008, 16440, 10894]","[17, 23, 13, 4, 21, 14, 13, 17, 11, 17, 20, 18, 4, 20, 18, 7, 17, 12, 12, 21, 0, 0, 13, 2, 15, 5, 16, 16, 4, 13, 16, 17, 20, 15, 12, 15, 3, 6, 1, 0, 14, 3, 20, 15, 13, 7, 18, 19, 16, 18]",3.0,8.0,3.0,15.0,18.0,3.0,0.0
이준혁,5,"[19531, 18350, 2529, 25214, 3133, 2026, 14241, 27866, 3064, 2023, 27978, 2018, 12097, 12964, 17129, 13003, 2265, 14899, 3190, 17383, 14728, 11797, 26598, 24430, 28299, 18765, 14734, 11292, 15645, 12516, 17467, 7546, 26156, 2154, 21606, 1852, 1889, 11583, 27298, 21869, 29258, 2012, 16965, 3273, 2556, 18291, 26601, 23751, 19618, 16219]","[23, 25, 10, 7, 20, 13, 8, 1, 12, 11, 13, 6, 0, 0, 10, 14, 0, 25, 12, 17, 11, 20, 11, 13, 22, 19, 20, 6, 10, 18, 21, 8, 12, 4, 13, 16, 12, 14, 16, 9, 19, 8, 11, 8, 0, 11, 16, 19, 20, 11]",4.0,2.0,11.0,16.0,12.0,5.0,0.0
이옥순,6,"[10279, 6615, 8906, 3973, 2892, 1300, 23289, 18794, 16467, 13251, 27535, 1107, 24453, 3321, 2432, 11937, 18349, 22962, 1874, 25421, 8393, 28686, 23086, 18122, 12739, 2357, 13235, 17207, 27444, 9460, 24543, 25922, 9024, 15776, 24937, 2728, 26647, 12900, 24369, 4613, 18944, 3642, 26217, 9627, 7579, 17395, 17614, 3226, 23061, 1633]","[18, 9, 0, 14, 10, 15, 16, 27, 15, 8, 8, 11, 13, 19, 24, 19, 29, 20, 9, 10, 1, 26, 14, 16, 8, 15, 4, 6, 8, 15, 22, 14, 11, 20, 4, 16, 25, 15, 10, 4, 19, 0, 11, 8, 13, 11, 3, 5, 13, 12]",2.0,6.0,11.0,16.0,9.0,3.0,3.0
김정자,6,"[15321, 28274, 24515, 18131, 10759, 23026, 13866, 5178, 26518, 16193, 14401, 24511, 12743, 11557, 16723, 16128, 14435, 27496, 17212, 16679, 10733, 1777, 21611, 18017, 16495, 12764, 24467, 1754, 1799, 15974, 28304, 2948, 25461, 2963, 22033, 15986, 2123, 1449, 14886, 13167, 1728, 27518, 15922, 3322, 10419, 2484, 2693, 14245, 5042, 2979]","[14, 22, 18, 16, 19, 15, 2, 18, 9, 14, 13, 8, 16, 5, 10, 21, 24, 8, 8, 16, 9, 16, 15, 0, 5, 13, 9, 18, 15, 23, 23, 4, 20, 13, 28, 21, 16, 8, 19, 20, 17, 17, 11, 0, 3, 4, 5, 17, 16, 4]",2.0,8.0,8.0,9.0,16.0,6.0,1.0
류예진,6,"[1965, 1499, 16915, 7869, 13013, 23900, 12846, 19649, 19941, 16912, 5651, 3081, 2545, 10887, 3882, 10892, 1695, 3046, 2408, 18858, 12748, 1821, 20193, 28260, 1587, 28352, 1067, 2994, 18933, 25242, 14613, 2911, 16893, 2316, 25582, 2779, 19550, 23628, 14920, 17107, 27952, 2056, 15574, 2116, 13538, 17441, 13420, 14620, 3093, 17452]","[9, 15, 18, 14, 16, 13, 16, 18, 8, 21, 20, 0, 6, 13, 18, 7, 12, 2, 4, 13, 25, 10, 22, 19, 15, 2, 20, 16, 27, 16, 10, 16, 20, 18, 17, 14, 21, 5, 3, 0, 7, 12, 12, 11, 22, 24, 4, 9, 0, 12]",3.0,6.0,8.0,12.0,14.0,6.0,1.0
김지훈,7,"[2965, 1335, 24028, 27648, 12428, 20124, 10164, 17355, 2533, 2804, 20437, 29333, 24029, 14734, 27234, 2078, 5735, 24439, 6996, 2673, 18859, 15925, 15722, 16965, 28399, 1168, 25612, 13706, 1712, 4645, 27323, 11008, 1699, 1498, 19578, 13121, 1272, 3128, 25501, 1085, 9654, 17620, 6171, 22875, 6300, 19851, 25350, 28271, 10422, 17211]","[3, 24, 23, 6, 19, 4, 10, 14, 13, 5, 11, 14, 19, 20, 19, 9, 19, 16, 5, 17, 17, 10, 5, 11, 17, 18, 22, 7, 4, 18, 1, 6, 9, 17, 22, 22, 14, 14, 4, 3, 1, 0, 21, 20, 21, 21, 21, 25, 12, 6]",1.0,10.0,8.0,8.0,13.0,10.0,0.0
박현준,7,"[17291, 2650, 20933, 16002, 15483, 2311, 10526, 2359, 3108, 18834, 7572, 16158, 17486, 12938, 11942, 14247, 24023, 2948, 28696, 1539, 10212, 25927, 3362, 2572, 2203, 24684, 10513, 22984, 25923, 2687, 17953, 5527, 2754, 16116, 25682, 19588, 7347, 12989, 5675, 27735, 2920, 14229, 15676, 3128, 10562, 1600, 25568, 2145, 17948, 7868]","[9, 12, 17, 26, 13, 19, 20, 17, 14, 0, 4, 14, 27, 15, 1, 9, 11, 4, 19, 16, 0, 23, 15, 13, 0, 22, 22, 11, 18, 11, 11, 12, 1, 15, 11, 16, 9, 23, 5, 24, 4, 0, 26, 14, 21, 13, 15, 4, 18, 11]",4.0,7.0,3.0,18.0,9.0,6.0,3.0
서은정,10,"[15306, 14906, 25587, 2660, 3944, 28264, 11568, 1237, 1836, 1796, 27715, 17360, 1685, 16922, 15565, 2369, 25513, 1621, 26267, 1629, 13336, 12794, 2934, 16934, 10321, 11749, 25576, 16480, 4096, 22360, 24025, 16430, 2870, 1115, 16972, 14226, 25438, 27870, 19944, 6988, 3050, 2753, 1013, 3986, 2330, 2549, 15790, 11091, 16403, 1865]","[20, 12, 13, 11, 9, 24, 9, 0, 17, 12, 12, 11, 19, 8, 10, 15, 11, 13, 8, 10, 21, 22, 17, 13, 20, 18, 4, 0, 7, 21, 12, 1, 7, 15, 5, 12, 23, 21, 2, 15, 14, 1, 11, 7, 18, 19, 13, 4, 16, 13]",2.0,6.0,9.0,18.0,9.0,6.0,0.0
김민지,1,"[9983, 7615, 13271, 12841, 28463, 10468, 18194, 11536, 12021, 1324, 9249, 19540, 2623, 25943, 27868, 14451, 8944, 23027, 2345, 10971, 2420, 14460, 22255, 25975, 11320, 15776, 12850, 17625, 12104, 1631, 15704, 3769, 28132, 3356, 15792, 18251, 4101, 2163, 25574, 14393, 12791, 23632, 25825, 2625, 2729, 24886, 13258, 21558, 21727, 3065]","[13, 21, 20, 9, 6, 17, 20, 6, 9, 0, 18, 21, 13, 7, 8, 16, 16, 4, 0, 9, 1, 21, 14, 19, 3, 20, 15, 24, 16, 12, 16, 20, 15, 17, 5, 17, 1, 5, 15, 20, 5, 15, 12, 19, 5, 16, 11, 10, 27, 0]",3.0,8.0,8.0,10.0,16.0,4.0,1.0
이지현,4,"[4574, 3323, 10776, 16155, 24889, 2252, 27450, 24400, 27472, 10275, 4208, 8192, 10711, 24527, 7983, 28117, 10801, 28141, 1508, 13316, 2837, 23564, 2237, 2979, 10929, 12892, 25498, 27278, 1214, 15948, 2558, 17465, 14181, 16456, 21868, 17823, 7894, 17828, 15658, 14208, 13023, 3657, 28351, 24481, 27978, 3061, 27891, 14929, 14677, 10728]","[15, 23, 15, 10, 19, 13, 14, 11, 21, 5, 0, 20, 14, 14, 11, 10, 4, 17, 14, 15, 24, 14, 17, 4, 0, 12, 14, 10, 16, 20, 1, 30, 23, 10, 9, 28, 13, 11, 9, 16, 11, 14, 22, 9, 13, 9, 4, 6, 11, 10]",2.0,5.0,10.0,19.0,7.0,5.0,2.0
권승현,2,"[16202, 18163, 14946, 1784, 15830, 15704, 1014, 15943, 10421, 11881, 24528, 2977, 2865, 1720, 11006, 24547, 12091, 17082, 2246, 20415, 14624, 1952, 4583, 5069, 2463, 4276, 26007, 24970, 7662, 5627, 10157, 2228, 9463, 2062, 12851, 23797, 1213, 1462, 25581, 1174, 3032, 27458, 18827, 16141, 2847, 16889, 21925, 3031, 18789, 17845]","[13, 29, 19, 14, 6, 16, 17, 28, 11, 12, 17, 15, 7, 12, 3, 21, 0, 17, 5, 16, 4, 5, 4, 11, 16, 13, 9, 17, 12, 22, 7, 13, 16, 15, 12, 10, 8, 17, 16, 11, 16, 15, 22, 24, 7, 20, 13, 16, 28, 11]",1.0,5.0,7.0,16.0,14.0,4.0,3.0
김영희,5,"[26149, 16684, 20300, 14570, 2712, 3640, 24314, 9368, 2271, 21736, 1055, 25626, 19940, 11062, 26161, 27304, 23304, 8898, 20207, 15642, 16684, 15307, 4703, 18790, 20314, 28103, 26647, 15808, 17071, 2246, 1790, 13410, 14381, 3100, 27924, 17488, 26220, 18165, 23975, 21871, 15905, 3944, 19580, 7571, 17104, 13320, 26218, 13431, 28332, 2747]","[15, 17, 8, 15, 3, 19, 7, 16, 17, 9, 18, 27, 11, 13, 20, 16, 9, 23, 11, 0, 17, 18, 17, 14, 18, 10, 25, 16, 16, 5, 11, 4, 7, 7, 13, 6, 22, 0, 16, 15, 6, 9, 16, 10, 21, 15, 15, 22, 21, 4]",2.0,4.0,11.0,11.0,15.0,6.0,1.0
박재호,5,"[2473, 25345, 17224, 7889, 13444, 28697, 3770, 11404, 27900, 27163, 15823, 11661, 1997, 28091, 2751, 2987, 18109, 2255, 16968, 2654, 1263, 17428, 25047, 24893, 16973, 27743, 16441, 23748, 15641, 14604, 1940, 14719, 13553, 26646, 9341, 1993, 27528, 3156, 27310, 3053, 1547, 14927, 1343, 16227, 5037, 11884, 24516, 12877, 23252, 24552]","[13, 11, 5, 0, 23, 22, 16, 12, 0, 15, 14, 20, 11, 21, 6, 12, 12, 20, 5, 16, 11, 16, 13, 16, 12, 18, 13, 14, 0, 15, 7, 11, 20, 9, 19, 21, 14, 11, 2, 3, 3, 17, 6, 15, 18, 21, 8, 17, 8, 12]",3.0,5.0,6.0,19.0,12.0,5.0,0.0
김경숙,9,"[2050, 15686, 10813, 27726, 23304, 2969, 2288, 24370, 25019, 3899, 13516, 2243, 2879, 4012, 21564, 2916, 3266, 24914, 3020, 10267, 25312, 3019, 2470, 27959, 18166, 2347, 2282, 12860, 2435, 16932, 19939, 13458, 4374, 16921, 2537, 1234, 13160, 17835, 3174, 17615, 27956, 25640, 13203, 25795, 9243, 28117, 26600, 11937, 2657, 14459]","[0, 11, 4, 15, 9, 18, 11, 10, 20, 0, 26, 16, 13, 22, 23, 12, 12, 15, 11, 19, 10, 10, 11, 1, 24, 22, 19, 0, 5, 13, 7, 4, 9, 17, 22, 14, 14, 14, 19, 10, 24, 2, 20, 12, 4, 10, 17, 19, 0, 17]",4.0,6.0,8.0,14.0,11.0,6.0,1.0
김진우,5,"[2376, 15740, 17378, 1854, 4716, 28448, 28407, 12744, 11948, 1842, 27900, 25487, 28159, 15809, 10947, 1688, 28084, 1640, 11479, 25973, 1508, 17240, 2294, 2729, 3118, 17177, 24433, 3103, 12899, 2935, 16202, 20010, 28077, 19998, 10803, 22994, 20414, 25215, 11098, 2238, 2352, 16211, 18189, 28037, 25309, 25287, 23815, 24458, 3112, 5561]","[16, 1, 23, 17, 15, 16, 25, 13, 2, 25, 0, 8, 20, 12, 0, 17, 17, 12, 19, 18, 14, 15, 11, 5, 0, 5, 18, 21, 17, 3, 13, 14, 21, 24, 18, 9, 12, 10, 4, 6, 14, 14, 22, 12, 13, 7, 12, 18, 0, 16]",4.0,6.0,5.0,15.0,13.0,7.0,0.0
박상현,9,"[1183, 28429, 23564, 2382, 11906, 16904, 17824, 4095, 15654, 12943, 20416, 1784, 15309, 26265, 13011, 26607, 13000, 18290, 24509, 1219, 11384, 3231, 25122, 18116, 25317, 9204, 20436, 3499, 2453, 17142, 25822, 11661, 1629, 28120, 25760, 27741, 1939, 14263, 10839, 3039, 10256, 1701, 1522, 20949, 1256, 25943, 12092, 21394, 17279, 7143]","[9, 21, 14, 0, 17, 22, 27, 12, 8, 0, 9, 14, 19, 6, 10, 13, 0, 10, 6, 16, 21, 7, 16, 12, 18, 10, 7, 15, 19, 13, 10, 20, 10, 16, 14, 15, 13, 17, 19, 20, 19, 13, 10, 6, 14, 7, 0, 5, 15, 20]",4.0,1.0,15.0,13.0,13.0,3.0,1.0
권영호,8,"[24902, 24459, 13016, 16959, 1201, 28061, 26097, 14652, 7627, 25331, 15629, 14859, 5014, 18187, 2749, 13441, 2623, 18134, 1754, 1842, 8974, 27314, 27237, 11811, 14697, 14217, 17464, 1581, 10988, 7786, 1652, 1836, 17073, 14723, 25334, 28461, 1876, 27309, 25368, 24506, 16212, 19644, 25212, 3093, 23564, 16469, 14678, 27280, 2359, 16483]","[29, 15, 16, 16, 18, 3, 15, 1, 21, 11, 5, 19, 10, 9, 14, 20, 13, 20, 18, 25, 5, 13, 25, 8, 4, 11, 19, 12, 4, 14, 6, 17, 11, 4, 15, 21, 8, 25, 13, 24, 6, 12, 9, 0, 14, 12, 14, 13, 17, 3]",1.0,8.0,7.0,17.0,10.0,6.0,1.0
한유진,6,"[9066, 2702, 14284, 25323, 3245, 8111, 19642, 25212, 17134, 7420, 20368, 9061, 1770, 9249, 14497, 9093, 17497, 14742, 26150, 25214, 24368, 10477, 2508, 12927, 28240, 20303, 2629, 10991, 18823, 13173, 10894, 1301, 15900, 23036, 24230, 26267, 26160, 29205, 12426, 2721, 28302, 1773, 4752, 10931, 22848, 17118, 11097, 1911, 18441, 23044]","[16, 4, 11, 16, 0, 16, 16, 9, 20, 16, 21, 13, 22, 18, 12, 5, 13, 20, 6, 7, 10, 12, 6, 7, 15, 13, 13, 3, 0, 16, 18, 13, 10, 17, 11, 8, 20, 22, 21, 3, 20, 4, 16, 0, 20, 20, 18, 10, 26, 16]",3.0,5.0,9.0,10.0,18.0,4.0,1.0
이지민,1,"[13122, 10815, 1161, 11001, 18891, 12762, 22115, 25628, 25602, 26093, 17208, 4458, 2442, 10060, 28077, 1102, 26085, 1859, 25369, 17428, 9414, 1341, 2594, 23818, 16115, 27503, 10798, 1816, 29333, 28473, 13253, 9029, 25123, 22306, 8926, 17501, 25708, 16724, 8982, 10773, 12993, 14879, 23630, 14602, 1129, 1578, 2638, 22998, 28261, 10919]","[25, 6, 18, 20, 16, 12, 11, 2, 10, 13, 12, 3, 3, 21, 21, 16, 10, 23, 10, 16, 7, 13, 8, 15, 13, 17, 5, 5, 14, 14, 13, 14, 16, 22, 0, 14, 10, 13, 13, 7, 8, 0, 9, 7, 18, 14, 13, 20, 18, 19]",2.0,5.0,11.0,16.0,11.0,5.0,0.0
이정수,10,"[17468, 12857, 23293, 24337, 15500, 15486, 10733, 18348, 15900, 21954, 1560, 18117, 2543, 2074, 1023, 17612, 18446, 25592, 23310, 2546, 24519, 2208, 13007, 17633, 20040, 19641, 17239, 1047, 12923, 1772, 27951, 3713, 12728, 2737, 20557, 13172, 20533, 1520, 2877, 25607, 3778, 15956, 19641, 2712, 20310, 21133, 28475, 25967, 7777, 1444]","[27, 19, 10, 13, 9, 11, 9, 22, 10, 20, 8, 16, 17, 14, 18, 14, 30, 5, 14, 5, 16, 14, 16, 23, 12, 11, 18, 16, 13, 19, 5, 18, 20, 13, 22, 12, 20, 13, 11, 16, 4, 20, 11, 3, 8, 19, 15, 15, 22, 19]",0.0,5.0,6.0,16.0,17.0,4.0,2.0
